Order_id,Order Date,Customer Name,State,Category,Sub-Category,Product Name,Sales,Quantity,Profit
4619,14-12-2023,Ankit,Jharkhand,Office Supplies,Binders,Heavy-Duty E-Z-D Binders,2.18,1,-3.60
4620,24-03-2022,Hari,Himachal Pradesh,Office Supplies,Art,Newell 316,27.38,7,2.74
4621,18-10-2021,Shweta,Maharashtra,Office Supplies,Appliances,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,26.41,3,-71.30
4622,03-09-2023,Sandeep,Odisha,Technology,Accessories,Imation¬†16GB Mini TravelDrive USB 2.0¬†Flash Drive,132.52,5,34.79
4623,15-10-2020,Nikhil,Uttar Pradesh,Office Supplies,Storage,Tennsco Industrial Shelving,195.64,5,-44.02
4624,13-12-2022,Harsh,Meghalaya,Furniture,Furnishings,"Computer Room Manger, 14""",51.97,2,10.39
4625,27-03-2022,Kabir,Andhra Pradesh,Technology,Accessories,Logitech¬†VX Revolution Cordless Laser Mouse for Notebooks (Black),431.98,3,-75.60
4626,12-07-2022,Jai,Meghalaya,Technology,Machines,Cisco 8961 IP Phone Charcoal,224.94,3,-164.95
4627,26-06-2022,Nisha,Manipur,Office Supplies,Labels,Avery 496,6.00,2,2.10
4628,15-12-2021,Karan,Rajasthan,Office Supplies,Paper,Xerox 1909,79.14,3,36.40
4629,27-12-2020,Vaibhav,West Bengal,Office Supplies,Paper,Xerox 1965,14.35,3,5.20
4630,18-09-2022,Chetan,Odisha,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",5.98,1,1.02
4631,22-06-2020,Ayush,Andhra Pradesh,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,246.17,3,21.54
4632,18-03-2022,Aarav,Nagaland,Office Supplies,Binders,Computer Printout Index Tabs,6.72,5,2.35
4633,12-09-2020,Sakshi,Chhattisgarh,Furniture,Tables,Bevis 36 x 72 Conference Tables,298.78,3,7.47
4634,14-03-2021,Shalini,Arunachal Pradesh,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",16.72,5,3.34
4635,12-05-2021,Ankit,Arunachal Pradesh,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.09,2,-1.78
4636,25-01-2021,Shreya,Sikkim,Furniture,Tables,Global Adaptabilities Conference Tables,1685.88,6,320.32
4637,14-01-2024,Vinay,Tripura,Office Supplies,Binders,Avery Poly Binder Pockets,5.73,2,2.00
4638,17-10-2020,Akanksha,Rajasthan,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Speed Message, No Reply Area, Duplicate",93.25,4,31.47
4639,09-02-2024,Anjali,Karnataka,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,19.97
4640,08-10-2021,Vinay,Gujarat,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,7.22,2,1.71
4641,11-12-2022,Jaya,Jharkhand,Office Supplies,Paper,Xerox 1951,49.57,2,15.49
4642,18-12-2021,Swati,Bihar,Furniture,Furnishings,DAX Solid Wood Frames,54.71,7,11.63
4643,13-10-2020,Sonia,Odisha,Office Supplies,Binders,Insertable Tab Post Binder Dividers,3.21,2,-5.29
4644,13-06-2021,Kabir,Maharashtra,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.18,2,-3.27
4645,30-08-2020,Harsh,Telangana,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,54.48,1,15.25
4646,28-04-2022,Shalini,Karnataka,Furniture,Furnishings,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",41.60,4,14.14
4647,21-09-2021,Jhanvi,Haryana,Office Supplies,Binders,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",85.23,7,30.90
4648,09-10-2021,Karan,Arunachal Pradesh,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,44.40,3,22.20
4649,28-09-2020,Vinay,Bihar,Furniture,Chairs,Hon Mobius Operator's Chair,442.76,4,59.04
4650,02-10-2020,Akshay,Mizoram,Technology,Machines,Bady BDG101FRU Card Printer,3999.95,5,1159.99
4651,29-04-2022,Anand,Gujarat,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,21.99
4652,09-05-2021,Jhanvi,Chhattisgarh,Furniture,Furnishings,Staple-based wall hangings,63.68,8,28.02
4653,22-07-2023,Ayush,Tripura,Furniture,Furnishings,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",211.96,2,42.39
4654,14-01-2022,Rohit,Karnataka,Office Supplies,Storage,Smead Adjustable Mobile File Trolley with Lockable Top,1006.06,3,88.03
4655,11-09-2021,Shubham,Arunachal Pradesh,Office Supplies,Paper,Xerox 1898,10.69,2,3.74
4656,05-02-2024,Vishal,Jharkhand,Office Supplies,Paper,Xerox 222,10.37,2,3.63
4657,30-06-2022,Aditi,Karnataka,Office Supplies,Storage,Hanging Personal Folder File,25.12,2,1.57
4658,26-01-2020,Shraddha,Tripura,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.11,2,7.26
4659,14-05-2021,Sandeep,Arunachal Pradesh,Office Supplies,Paper,Xerox 1920,17.94,3,8.07
4660,15-07-2020,Deepti,Uttarakhand,Technology,Accessories,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,93.98,2,13.16
4661,12-01-2024,Gayatri,Jharkhand,Office Supplies,Envelopes,Staple envelope,9.34,1,3.50
4662,26-07-2023,Divya,Uttarakhand,Office Supplies,Art,Newell 319,79.36,5,9.92
4663,25-05-2022,Shubham,Manipur,Office Supplies,Art,Sanford Pocket Accent Highlighters,8.00,5,3.44
4664,24-04-2022,Aditi,Madhya Pradesh,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",32.04,4,14.42
4665,30-03-2020,Sanjay,Odisha,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,19.14,2,1.91
4666,27-09-2023,Rohan,Karnataka,Office Supplies,Art,4009 Highlighters by Sanford,27.86,7,9.19
4667,06-05-2023,Aman,Andhra Pradesh,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",856.66,6,107.08
4668,06-11-2020,Ishika,Rajasthan,Office Supplies,Binders,Ibico Standard Transparent Covers,13.18,4,-20.44
4669,20-02-2021,Gaurav,Madhya Pradesh,Office Supplies,Appliances,Euro Pro Shark Stick Mini Vacuum,48.78,4,-131.72
4670,20-06-2023,Ravi,Tripura,Office Supplies,Paper,Xerox 1911,76.64,2,26.82
4671,07-01-2020,Kajal,Odisha,Office Supplies,Binders,GBC VeloBind Cover Sets,18.53,6,-27.79
4672,25-02-2021,Ishan,Mizoram,Office Supplies,Paper,Xerox 1965,11.96,2,5.86
4673,12-01-2022,Kajal,Uttar Pradesh,Technology,Phones,ClearOne CHATAttach 160 -¬†speaker phone,743.99,2,-124.00
4674,05-09-2023,Jhanvi,Haryana,Office Supplies,Envelopes,Grip Seal Envelopes,7.07,2,2.39
4675,06-02-2021,Rahul,Andhra Pradesh,Office Supplies,Paper,Xerox 1920,5.98,1,2.69
4676,05-09-2023,Kavya,Tamil Nadu,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,10.96,4,2.96
4677,21-04-2023,Himani,Tripura,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",82.37,2,-19.56
4678,06-11-2022,Tarun,Jharkhand,Office Supplies,Envelopes,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",54.90,5,26.90
4679,10-02-2023,Yash,Karnataka,Furniture,Furnishings,OIC Stacking Trays,10.02,3,4.41
4680,02-03-2021,Abhishek,Jharkhand,Technology,Phones,Jawbone JAMBOX Wireless Bluetooth Speaker,631.96,4,303.34
4681,04-05-2020,Shreya,Assam,Technology,Accessories,Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,120.00,6,46.80
4682,12-03-2020,Rajesh,Sikkim,Office Supplies,Appliances,Staple holder,8.67,1,2.34
4683,10-08-2022,Vinita,Uttar Pradesh,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",79.38,1,29.77
4684,29-03-2023,Vinita,Tamil Nadu,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,57.58,3,-44.15
4685,11-04-2021,Sunil,Sikkim,Office Supplies,Paper,Xerox 23,31.10,6,10.89
4686,04-12-2023,Prachi,Maharashtra,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",30.19,3,8.30
4687,01-12-2022,Priya,Goa,Technology,Phones,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",43.60,5,4.36
4688,07-05-2021,Karan,Andhra Pradesh,Office Supplies,Art,Dixon Ticonderoga Pencils,4.77,2,0.42
4689,27-06-2020,Kunal,Jharkhand,Office Supplies,Binders,Wilson Jones International Size A4 Ring Binders,10.38,2,-7.61
4690,08-05-2022,Saurabh,Karnataka,Office Supplies,Binders,Avery Heavy-Duty EZD  Binder With Locking Rings,13.39,8,-9.82
4691,18-12-2022,Aarav,Himachal Pradesh,Technology,Accessories,Imation¬†16GB Mini TravelDrive USB 2.0¬†Flash Drive,185.53,7,48.70
4692,03-06-2020,Aman,Maharashtra,Office Supplies,Binders,GBC DocuBind P50 Personal Binding Machine,511.84,8,240.56
4693,27-05-2021,Karan,Arunachal Pradesh,Office Supplies,Art,Boston KS Multi-Size Manual Pencil Sharpener,91.96,4,25.75
4694,28-04-2023,Anjali,Karnataka,Office Supplies,Art,Newell 344,8.34,3,2.17
4695,02-05-2023,Kabir,Goa,Office Supplies,Binders,Binder Posts,13.78,3,4.48
4696,26-09-2021,Saloni,Assam,Office Supplies,Binders,GBC Instant Report Kit,7.76,4,-5.18
4697,24-12-2021,Janhvi,Rajasthan,Office Supplies,Paper,"TOPS Voice Message Log Book, Flash Format",15.23,4,5.52
4698,27-08-2020,Shubham,Maharashtra,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, Black",552.56,4,0.00
4699,09-04-2022,Anjali,Himachal Pradesh,Office Supplies,Paper,Xerox 196,17.34,3,8.50
4700,27-10-2022,Jai,Punjab,Furniture,Furnishings,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",282.84,4,19.80
4701,06-06-2023,Sagar,Chhattisgarh,Office Supplies,Labels,Avery 481,27.72,9,13.31
4702,07-12-2022,Kabir,Madhya Pradesh,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,2.95,2,-2.16
4703,29-10-2021,Advait,Haryana,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",27.02,6,-21.61
4704,30-07-2023,Abhilasha,Odisha,Office Supplies,Supplies,Acme Forged Steel Scissors with Black Enamel Handles,65.17,7,18.90
4705,06-03-2023,Nisha,Arunachal Pradesh,Office Supplies,Labels,Avery 519,14.62,2,6.87
4706,03-06-2021,Anand,Uttar Pradesh,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,173.24,4,17.32
4707,17-08-2021,Aarav,Kerala,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",2.89,1,-4.77
4708,09-11-2021,Sarika,Gujarat,Office Supplies,Fasteners,Acco Hot Clips Clips to Go,7.90,3,2.47
4709,02-04-2021,Shailendra,Bihar,Furniture,Furnishings,Flat Face Poster Frame,22.61,3,-10.17
4710,04-03-2020,Anand,Meghalaya,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",30.53,8,9.54
4711,03-03-2020,Ravi,Karnataka,Office Supplies,Storage,Home/Office Personal File Carts,104.28,3,26.07
4712,27-03-2022,Ishita,Arunachal Pradesh,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),17.94,3,8.79
4713,06-11-2020,Ramesh,Andhra Pradesh,Furniture,Chairs,Hon 4070 Series Pagoda Round Back Stacking Chairs,641.96,2,179.75
4714,14-04-2021,Karthik,West Bengal,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,242.90,5,70.44
4715,09-04-2021,Rakesh,Andhra Pradesh,Office Supplies,Storage,Safco Industrial Wire Shelving System,454.90,5,0.00
4716,10-03-2020,Sachin,Odisha,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,35.92,4,15.09
4717,19-12-2023,Akshay,Meghalaya,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",39.76,8,12.33
4718,21-12-2020,Sonia,Maharashtra,Office Supplies,Binders,Recycled Easel Ring Binders,47.74,4,14.92
4719,04-12-2020,Jaya,Maharashtra,Office Supplies,Binders,GBC Personal VeloBind Strips,9.58,1,3.35
4720,26-05-2021,Anjali,Meghalaya,Office Supplies,Art,Newell 341,21.40,5,6.21
4721,24-08-2020,Rahul,Uttarakhand,Office Supplies,Appliances,Staple holder,87.84,8,23.72
4722,17-05-2020,Vinay,Assam,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.20,5,272.79
4723,09-06-2023,Bhavya,Andhra Pradesh,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,15.42,4,5.01
4724,06-09-2020,Manisha,Meghalaya,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,85.25
4725,23-06-2022,Kajal,Haryana,Office Supplies,Binders,Avery Non-Stick Binders,2.69,2,-2.25
4726,31-05-2022,Rajesh,Assam,Office Supplies,Binders,GBC Durable Plastic Covers,40.64,7,-32.51
4727,21-03-2022,Sagar,Maharashtra,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,55.18,3,-12.41
4728,29-03-2020,Rakesh,Nagaland,Technology,Accessories,Imation¬†16GB Mini TravelDrive USB 2.0¬†Flash Drive,66.26,2,27.17
4729,30-10-2023,Karan,Punjab,Technology,Machines,Panasonic KX MB2061 Multifunction Printer,2396.40,10,179.73
4730,22-03-2021,Akshay,Goa,Office Supplies,Paper,Easy-staple paper,111.96,2,54.86
4731,14-07-2020,Disha,Gujarat,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.96,2,-3.24
4732,08-01-2024,Sagar,Madhya Pradesh,Office Supplies,Paper,Southworth 100% Cotton The Best Paper,82.66,9,31.00
4733,27-07-2022,Tarun,Tamil Nadu,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",3.80,3,-5.89
4734,25-07-2021,Tanvi,Himachal Pradesh,Technology,Phones,AT&T 841000 Phone,345.00,5,86.25
4735,06-07-2021,Sanjay,Goa,Furniture,Tables,Bevis 36 x 72 Conference Tables,174.29,2,-19.92
4736,18-01-2023,Varun,Goa,Office Supplies,Appliances,Eureka Sanitaire  Commercial Upright,662.84,4,172.34
4737,09-12-2021,Kabir,Uttar Pradesh,Technology,Accessories,SanDisk Cruzer 32 GB USB Flash Drive,95.10,5,30.43
4738,23-06-2023,Vishal,West Bengal,Office Supplies,Envelopes,Ampad #10 Peel & Seel Holiday Envelopes,26.88,6,12.90
4739,09-09-2021,Aarav,Odisha,Technology,Phones,Digium D40 VoIP phone,257.98,2,74.81
4740,26-06-2023,Shalini,Punjab,Office Supplies,Labels,Avery 493,14.73,3,7.22
4741,26-06-2022,Rajesh,Telangana,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,222.38,2,22.24
4742,21-04-2021,Sapna,Goa,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",37.05,3,16.30
4743,23-02-2021,Rupal,Tripura,Technology,Phones,Mitel MiVoice 5330e IP Phone,1979.93,9,148.49
4744,08-07-2021,Manisha,Sikkim,Office Supplies,Paper,Xerox 1949,4.98,1,2.44
4745,28-10-2020,Tarun,Jharkhand,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,8399.98,4,1120.00
4746,08-09-2023,Swati,Madhya Pradesh,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.29,1,-4.20
4747,26-09-2021,Sandeep,Andhra Pradesh,Office Supplies,Paper,Xerox 224,10.37,2,3.63
4748,29-03-2020,Ishaan,Tripura,Technology,Phones,Avaya 5410 Digital phone,122.38,3,-24.48
4749,07-12-2020,Pranav,Manipur,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.50,5,20.16
4750,13-04-2022,Anand,Kerala,Office Supplies,Paper,Xerox 1911,191.60,4,91.97
4751,10-06-2020,Sanjay,Nagaland,Office Supplies,Art,BIC Liqua Brite Liner,16.66,3,3.33
4752,01-06-2021,Anjali,Manipur,Furniture,Furnishings,Eldon Expressions Mahogany Wood Desk Collection,24.96,4,6.24
4753,23-12-2021,Mohit,Maharashtra,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",19.36,2,9.29
4754,30-05-2023,Sarika,Assam,Office Supplies,Storage,"Fellowes Strictly Business Drawer File, Letter/Legal Size",1267.65,9,152.12
4755,16-08-2022,Kajal,Kerala,Office Supplies,Paper,Xerox 212,10.37,2,3.63
4756,18-06-2023,Nisha,Tamil Nadu,Furniture,Chairs,Office Star Flex Back Scooter Chair with White Frame,388.43,5,-88.78
4757,15-08-2023,Bhavya,Himachal Pradesh,Office Supplies,Paper,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),14.35,3,5.20
4758,17-11-2023,Mayank,Tripura,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,63.99,1,-7.20
4759,10-12-2023,Aarav,Karnataka,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),19.44,3,9.33
4760,19-12-2020,Ishita,Meghalaya,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,9.64,2,4.43
4761,29-08-2023,Tanvi,Haryana,Office Supplies,Paper,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",12.70,2,5.84
4762,12-04-2023,Aman,Rajasthan,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,41.37,3,17.38
4763,02-07-2021,Hari,Gujarat,Office Supplies,Art,"OIC #2 Pencils, Medium Soft",1.50,1,0.17
4764,15-04-2023,Raj,Meghalaya,Office Supplies,Appliances,Holmes HEPA Air Purifier,34.85,2,6.53
4765,09-12-2020,Disha,Andhra Pradesh,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5.94,3,0.00
4766,20-05-2020,Anand,Tamil Nadu,Office Supplies,Paper,Xerox 1946,45.36,7,21.77
4767,06-11-2020,Shubham,Nagaland,Technology,Phones,Cisco SPA508G,211.17,4,23.76
4768,26-12-2023,Sonam,Haryana,Furniture,Chairs,Global Low Back Tilter Chair,484.70,6,-84.82
4769,28-11-2023,Yash,Himachal Pradesh,Technology,Machines,Fellowes Powershred HS-440 4-Sheet High Security Shredder,371.98,3,116.24
4770,17-01-2022,Akash,Goa,Office Supplies,Storage,Advantus Rolling Drawer Organizers,184.70,6,13.85
4771,28-05-2022,Tanvi,Uttar Pradesh,Technology,Accessories,Imation¬†32GB Pocket Pro USB 3.0¬†Flash Drive¬†- 32 GB - Black - 1 P ...,47.92,2,11.98
4772,13-12-2020,Sapna,Rajasthan,Furniture,Furnishings,Nu-Dell Float Frame 11 x 14 1/2,26.94,3,11.31
4773,09-02-2024,Kunal,Jharkhand,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,3504.90,5,700.98
4774,18-12-2020,Gunjan,West Bengal,Office Supplies,Paper,Xerox 1910,144.12,3,69.18
4775,05-08-2021,Nisha,Nagaland,Office Supplies,Paper,Xerox 1915,314.55,3,150.98
4776,20-04-2022,Bhavya,Arunachal Pradesh,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,25.18,3,-33.36
4777,07-04-2022,Varun,Punjab,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,5.58,2,-1.68
4778,23-08-2022,Vikram,West Bengal,Office Supplies,Storage,Standard Rollaway File with Lock,1297.37,9,97.30
4779,08-06-2023,Akanksha,Meghalaya,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",13.38,2,6.15
4780,17-09-2021,Nitin,Himachal Pradesh,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",185.88,6,50.19
4781,09-09-2020,Gaurav,Kerala,Furniture,Chairs,Novimex Fabric Task Chair,390.27,8,-24.39
4782,24-08-2023,Sourabh,Nagaland,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),62.19,13,19.44
4783,08-01-2020,Yogesh,Tamil Nadu,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece HOMEOFFICE Power Control Center,262.24,2,78.67
4784,10-09-2020,Chirag,Goa,Office Supplies,Paper,Xerox 1991,182.72,8,84.05
4785,07-06-2022,Mayank,Himachal Pradesh,Technology,Accessories,Imation¬†Clip USB¬†flash drive¬†- 8 GB,131.60,7,7.90
4786,30-09-2023,Lakshay,Assam,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4,7.38
4787,06-09-2022,Tarun,Rajasthan,Technology,Machines,Okidata C331dn Printer,558.40,2,41.88
4788,07-05-2023,Harsh,Telangana,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.90,5,15.37
4789,04-07-2021,Aishwarya,Mizoram,Technology,Phones,Wilson Electronics DB Pro Signal Booster,286.40,1,25.06
4790,10-11-2021,Abhilasha,Uttarakhand,Technology,Phones,Panasonic KX-TG9471B,979.95,5,274.39
4791,13-04-2022,Sheetal,Karnataka,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,5,11.38
4792,11-01-2020,Tanvi,Maharashtra,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,11.28,3,-8.65
4793,10-11-2023,Meera,Goa,Office Supplies,Art,Newell 333,4.45,2,0.33
4794,17-01-2020,Aarav,Meghalaya,Furniture,Furnishings,3M Polarizing Light Filter Sleeves,44.76,3,14.55
4795,11-02-2022,Sonia,West Bengal,Office Supplies,Binders,Vinyl Sectional Post Binders,22.62,2,-15.08
4796,26-06-2020,Sunil,Madhya Pradesh,Office Supplies,Binders,GBC Standard Therm-A-Bind Covers,14.95,2,-11.96
4797,02-06-2020,Pooja,Uttarakhand,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.57,2,50.10
4798,04-12-2023,Saurabh,Karnataka,Office Supplies,Binders,Storex Flexible Poly Binders with Double Pockets,2.38,3,-1.90
4799,23-03-2021,Anjali,Manipur,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",32.79,1,11.89
4800,16-07-2021,Kunal,Gujarat,Office Supplies,Binders,Angle-D Ring Binders,3.28,2,-2.63
4801,13-03-2021,Vineet,West Bengal,Technology,Copiers,Canon Imageclass D680 Copier / Fax,839.99,2,70.00
4802,17-10-2020,Monica,Maharashtra,Furniture,Tables,Hon Rectangular Conference Tables,2275.50,10,386.84
4803,30-04-2023,Karan,Assam,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1979.70,6,653.30
4804,24-09-2023,Sapna,Uttarakhand,Office Supplies,Labels,Avery 473,62.10,6,29.81
4805,27-04-2021,Sachin,Manipur,Office Supplies,Appliances,Euro-Pro Shark Turbo Vacuum,123.92,5,9.29
4806,16-11-2021,Kabir,Arunachal Pradesh,Office Supplies,Paper,Xerox 228,38.88,6,18.66
4807,17-02-2022,Abhishek,Bihar,Office Supplies,Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",364.74,3,109.42
4808,22-11-2023,Gayatri,Maharashtra,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",47.40,5,21.33
4809,23-02-2021,Uma,Telangana,Office Supplies,Storage,Eldon Simplefile Box Office,49.76,4,13.93
4810,02-02-2023,Simran,Uttarakhand,Office Supplies,Art,Newell 333,5.56,2,1.45
4811,23-12-2023,Kajal,Mizoram,Office Supplies,Paper,Xerox 1915,629.10,6,301.97
4812,27-02-2023,Hari,Rajasthan,Office Supplies,Art,Newell 343,14.70,5,3.97
4813,15-10-2023,Aniket,Uttar Pradesh,Office Supplies,Paper,Xerox 217,45.36,7,21.77
4814,16-01-2022,Vinita,Karnataka,Technology,Phones,VTech DS6151,125.99,1,35.28
4815,25-08-2023,Akash,Manipur,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,167.84,8,11.75
4816,30-07-2022,Hemant,Himachal Pradesh,Office Supplies,Envelopes,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",26.55,9,12.74
4817,15-06-2021,Sudhir,Andhra Pradesh,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,111.98,2,26.88
4818,07-11-2022,Shashank,Andhra Pradesh,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,79.96,5,8.00
4819,01-12-2020,Anjali,West Bengal,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,5,11.20
4820,01-12-2023,Divya,Arunachal Pradesh,Furniture,Furnishings,"Executive Impressions 16-1/2"" Circular Wall Clock",32.06,3,-12.83
4821,10-03-2022,Aman,Tamil Nadu,Office Supplies,Paper,Xerox 1899,18.50,4,6.70
4822,11-01-2023,Sumit,Andhra Pradesh,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,191.08,3,-38.22
4823,07-06-2020,Sapna,Tamil Nadu,Office Supplies,Paper,Xerox 212,10.37,2,3.63
4824,13-02-2020,Shalini,Mizoram,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,7.15,3,2.32
4825,19-11-2020,Ankit,Nagaland,Technology,Phones,Jackery Bar Premium Fast-charging Portable Charger,179.70,6,88.05
4826,30-07-2023,Kabir,Manipur,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,64.78,1,-12.96
4827,30-11-2021,Vinay,Manipur,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18,3,13.88
4828,25-05-2022,Vaibhav,Maharashtra,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",51.65,12,18.72
4829,08-06-2023,Advait,Goa,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.23,3,3.93
4830,28-07-2022,Vipul,Odisha,Furniture,Tables,Hon 61000 Series Interactive Training Tables,71.09,2,-1.78
4831,10-02-2021,Riya,Jharkhand,Office Supplies,Paper,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2,35.66
4832,29-06-2020,Uma,Himachal Pradesh,Office Supplies,Paper,Xerox 1957,25.92,5,9.40
4833,29-01-2023,Harshita,Himachal Pradesh,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,-356.73
4834,21-09-2022,Shreyas,Mizoram,Furniture,Furnishings,Staple-based wall hangings,11.69,3,-4.68
4835,01-12-2020,Shiv,Goa,Technology,Phones,PureGear Roll-On Screen Protector,31.98,2,11.19
4836,01-10-2020,Deepak,Chhattisgarh,Furniture,Tables,KI Conference Tables,177.23,5,-120.51
4837,27-02-2022,Sachin,West Bengal,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.04,3,-2.83
